Gene stable ID,Gene name,Gene type,Database of genes from NCBI RefSeq genomes ID
LOC4811762,,protein_coding,4811762
LOC4815767,,protein_coding,4815767
LOC4805424,,protein_coding,4805424
LOC6901278,,protein_coding,6901278
LOC4805082,,protein_coding,4805082
LOC4812990,,protein_coding,4812990
LOC4805078,,protein_coding,4805078
LOC4814904,,protein_coding,4814904
LOC26532605,,lncRNA,26532605
LOC4812875,,protein_coding,4812875
LOC117184077,,lncRNA,117184077
LOC6898354,,protein_coding,6898354
LOC117184763,,lncRNA,117184763
LOC117184197,,lncRNA,117184197
LOC6902828,,protein_coding,6902828
LOC117184888,,lncRNA,117184888
LOC117183500,,lncRNA,117183500
LOC117184866,,lncRNA,117184866
LOC4815689,,protein_coding,4815689
LOC117183274,,protein_coding,117183274
LOC6901348,,lncRNA,6901348
LOC117183382,,protein_coding,117183382
LOC26532949,,protein_coding,26532949
LOC4817062,,protein_coding,4817062
LOC6897127,,protein_coding,6897127
LOC117184486,,lncRNA,117184486
LOC6898023,,protein_coding,6898023
LOC4800924,,protein_coding,4800924
LOC4814064,,protein_coding,4814064
LOC4815787,,protein_coding,4815787
LOC4805433,,protein_coding,4805433
LOC6901533,,protein_coding,6901533
LOC4803007,,protein_coding,4803007
LOC4816781,,protein_coding,4816781
LOC4805179,,protein_coding,4805179
LOC6902639,,snRNA,6902639
LOC4813644,,protein_coding,4813644
LOC4817102,,protein_coding,4817102
LOC4804493,,protein_coding,4804493
LOC4816347,,protein_coding,4816347
LOC4802468,,protein_coding,4802468
LOC4805074,,protein_coding,4805074
LOC6902961,,protein_coding,6902961
LOC4802357,,protein_coding,4802357
LOC4813218,,protein_coding,4813218
LOC117184216,,protein_coding,117184216
LOC4804620,,protein_coding,4804620
LOC6902376,,protein_coding,6902376
LOC6898643,,protein_coding,6898643
LOC4813077,,protein_coding,4813077
LOC26532178,,protein_coding,26532178
LOC6901226,,protein_coding,6901226
LOC4805176,,protein_coding,4805176
LOC4812979,,protein_coding,4812979
LOC4813232,,protein_coding,4813232
LOC4811709,,protein_coding,4811709
LOC4811865,,protein_coding,4811865
LOC4815840,,protein_coding,4815840
LOC117183574,,protein_coding,117183574
LOC6897273,,protein_coding,6897273
LOC117185394,Trnal-cag-7,tRNA,117185394
LOC4800510,,protein_coding,4800510
LOC4800870,,protein_coding,4800870
LOC117184227,,lncRNA,117184227
LOC4814827,,protein_coding,4814827
LOC26534059,,lncRNA,26534059
LOC4816903,,protein_coding,4816903
LOC6901416,,protein_coding,6901416
LOC4804828,,protein_coding,4804828
LOC4801236,,protein_coding,4801236
LOC26534230,,lncRNA,26534230
LOC117184881,,protein_coding,117184881
LOC4801852,,protein_coding,4801852
LOC117184594,,protein_coding,117184594
LOC4815485,,protein_coding,4815485
LOC6897307,,protein_coding,6897307
LOC4815859,,protein_coding,4815859
LOC26532037,,protein_coding,26532037
LOC4818144,,protein_coding,4818144
LOC117184158,,lncRNA,117184158
LOC4818094,,protein_coding,4818094
LOC4813053,,protein_coding,4813053
LOC117183490,,lncRNA,117183490
LOC6897762,,protein_coding,6897762
LOC4812627,,protein_coding,4812627
LOC6903001,,protein_coding,6903001
LOC4815343,,protein_coding,4815343
LOC26534185,,lncRNA,26534185
LOC117183642,,lncRNA,117183642
LOC4803450,,protein_coding,4803450
LOC4802463,,protein_coding,4802463
LOC4817506,,protein_coding,4817506
LOC4813293,,protein_coding,4813293
LOC4817505,,protein_coding,4817505
LOC4813013,,protein_coding,4813013
LOC4816147,,protein_coding,4816147
LOC4813084,,protein_coding,4813084
LOC4800440,,protein_coding,4800440
LOC6898276,,protein_coding,6898276
LOC6897976,,protein_coding,6897976
LOC4816962,,protein_coding,4816962
LOC6898651,,protein_coding,6898651
LOC4802934,,protein_coding,4802934
LOC4803177,,protein_coding,4803177
LOC26534028,,protein_coding,26534028
LOC4814444,,protein_coding,4814444
LOC4816428,,protein_coding,4816428
LOC117184808,,lncRNA,117184808
LOC6899905,,protein_coding,6899905
LOC6902342,,protein_coding,6902342
LOC26533666,,protein_coding,26533666
LOC6899088,,protein_coding,6899088
LOC117185670,,lncRNA,117185670
LOC4816291,,protein_coding,4816291
LOC4803110,,protein_coding,4803110
LOC6900514,,protein_coding,6900514
LOC4813509,,protein_coding,4813509
LOC4818199,,protein_coding,4818199
LOC6896753,,protein_coding,6896753
LOC4804005,,protein_coding,4804005
LOC117183397,,protein_coding,117183397
LOC117184823,,protein_coding,117184823
LOC6903239,,protein_coding,6903239
LOC117183934,,lncRNA,117183934
LOC4816965,,protein_coding,4816965
LOC4818022,,protein_coding,4818022
LOC117184386,,lncRNA,117184386
LOC117183280,,lncRNA,117183280
LOC6902593,,snRNA,6902593
LOC4813640,,protein_coding,4813640
LOC26533974,,protein_coding,26533974
LOC26533190,,lncRNA,26533190
LOC4801454,,protein_coding,4801454
LOC117184797,,lncRNA,117184797
LOC6899053,,protein_coding,6899053
LOC6899095,,protein_coding,6899095
LOC4813890,,protein_coding,4813890
LOC13036326,,protein_coding,13036326
LOC4800501,,protein_coding,4800501
LOC13036385,,protein_coding,13036385
LOC4816846,,protein_coding,4816846
LOC4814315,,protein_coding,4814315
LOC4815115,,protein_coding,4815115
LOC6898751,,rRNA,6898751
LOC4813854,,protein_coding,4813854
LOC117184954,,protein_coding,117184954
LOC6903567,,protein_coding,6903567
LOC4817131,,protein_coding,4817131
LOC6900218,,protein_coding,6900218
LOC4817310,,protein_coding,4817310
LOC4803217,,protein_coding,4803217
LOC4804190,,protein_coding,4804190
LOC4804337,,protein_coding,4804337
LOC4815508,,protein_coding,4815508
LOC26534003,,protein_coding,26534003
LOC4815848,,protein_coding,4815848
LOC6902799,,protein_coding,6902799
LOC6902740,,protein_coding,6902740
LOC117184388,,lncRNA,117184388
LOC117183510,,lncRNA,117183510
LOC26532334,,lncRNA,26532334
LOC117183860,Trnak-cuu-4,tRNA,117183860
LOC4812901,,protein_coding,4812901
LOC13036535,,protein_coding,13036535
LOC4811772,,protein_coding,4811772
LOC6903685,,protein_coding,6903685
LOC6902704,,protein_coding,6902704
LOC6900835,,protein_coding,6900835
LOC4803852,,protein_coding,4803852
LOC4801392,,protein_coding,4801392
LOC4815280,,protein_coding,4815280
LOC4801594,,protein_coding,4801594
LOC6903497,,protein_coding,6903497
LOC6898222,,protein_coding,6898222
LOC4802625,,protein_coding,4802625
LOC6898515,,protein_coding,6898515
LOC117184893,,protein_coding,117184893
LOC26533793,,lncRNA,26533793
LOC6896744,,protein_coding,6896744
LOC4811946,,protein_coding,4811946
LOC4813121,,protein_coding,4813121
LOC117185330,Trnag-ccc-2,tRNA,117185330
LOC117185612,,protein_coding,117185612
LOC4801146,,protein_coding,4801146
LOC117184699,,protein_coding,117184699
LOC4805582,,protein_coding,4805582
LOC6903282,,protein_coding,6903282
LOC117184433,,lncRNA,117184433
LOC26533680,,protein_coding,26533680
LOC4804764,,protein_coding,4804764
LOC26533930,,protein_coding,26533930
LOC6901511,,protein_coding,6901511
LOC117184800,,lncRNA,117184800
LOC4800534,,protein_coding,4800534
LOC6901427,,protein_coding,6901427
LOC4817147,,protein_coding,4817147
LOC117185371,Trnae-cuc-9,tRNA,117185371
LOC26533215,,protein_coding,26533215
LOC4802963,,protein_coding,4802963
LOC117183747,,lncRNA,117183747
LOC4802751,,protein_coding,4802751
LOC6896795,,protein_coding,6896795
LOC4803317,,protein_coding,4803317
LOC4802460,,protein_coding,4802460
LOC26532756,,protein_coding,26532756
LOC117184334,,lncRNA,117184334
LOC117184618,,protein_coding,117184618
LOC4800807,,protein_coding,4800807
LOC6902059,,pseudogene,6902059
LOC6898062,,protein_coding,6898062
LOC117184623,,lncRNA,117184623
LOC4814473,,protein_coding,4814473
LOC6898164,,protein_coding,6898164
LOC4800454,,protein_coding,4800454
LOC6903575,,protein_coding,6903575
LOC4815009,,protein_coding,4815009
LOC6903086,,protein_coding,6903086
LOC6902454,,protein_coding,6902454
LOC4817290,,protein_coding,4817290
LOC4815230,,protein_coding,4815230
LOC4817013,,protein_coding,4817013
LOC4815434,,protein_coding,4815434
LOC4813733,,protein_coding,4813733
LOC4817644,,protein_coding,4817644
LOC4804485,,protein_coding,4804485
LOC4811998,,protein_coding,4811998
LOC4803194,,protein_coding,4803194
LOC4804085,,protein_coding,4804085
LOC4803083,,protein_coding,4803083
LOC4814499,,protein_coding,4814499
LOC4812988,,protein_coding,4812988
LOC6902686,,protein_coding,6902686
LOC6897154,,protein_coding,6897154
LOC4800269,,protein_coding,4800269
LOC4802442,,protein_coding,4802442
LOC4812233,,protein_coding,4812233
LOC6897561,,protein_coding,6897561
LOC6896696,,protein_coding,6896696
LOC6900443,,protein_coding,6900443
LOC26533266,,protein_coding,26533266
LOC117184395,,protein_coding,117184395
LOC4803319,,protein_coding,4803319
LOC26532422,,protein_coding,26532422
LOC4800786,,protein_coding,4800786
LOC4801189,,protein_coding,4801189
LOC6901895,,protein_coding,6901895
LOC6901767,,protein_coding,6901767
LOC13036270,,protein_coding,13036270
LOC4816896,,protein_coding,4816896
LOC4812489,,protein_coding,4812489
LOC4811910,,protein_coding,4811910
LOC4816741,,protein_coding,4816741
LOC4814681,,protein_coding,4814681
LOC117183952,,lncRNA,117183952
LOC4811730,,protein_coding,4811730
LOC117185606,,protein_coding,117185606
LOC6897604,,protein_coding,6897604
LOC26533612,,protein_coding,26533612
LOC117184952,,lncRNA,117184952
LOC6901070,,protein_coding,6901070
LOC117183469,Trnav-cac-5,tRNA,117183469
LOC4815901,,protein_coding,4815901
LOC26532007,,pseudogene,26532007
LOC4801777,,protein_coding,4801777
LOC4802171,,protein_coding,4802171
LOC4817213,,protein_coding,4817213
LOC117185520,,rRNA,117185520
LOC4802581,,protein_coding,4802581
LOC4803288,,protein_coding,4803288
LOC6903955,,protein_coding,6903955
LOC117185347,Trnal-cag-3,tRNA,117185347
LOC4814333,,protein_coding,4814333
LOC4817554,,protein_coding,4817554
LOC6898575,,protein_coding,6898575
LOC4804417,,protein_coding,4804417
LOC6900003,,protein_coding,6900003
LOC4814754,,protein_coding,4814754
LOC4811727,,protein_coding,4811727
LOC4815756,,protein_coding,4815756
LOC6897277,,protein_coding,6897277
LOC117184141,,lncRNA,117184141
LOC117184649,,lncRNA,117184649
LOC6903304,,protein_coding,6903304
LOC26532141,,lncRNA,26532141
LOC4803883,,protein_coding,4803883
LOC4803717,,protein_coding,4803717
LOC4804312,,protein_coding,4804312
LOC6900459,,protein_coding,6900459
LOC6901250,,protein_coding,6901250
LOC4814820,,protein_coding,4814820
LOC6903474,,protein_coding,6903474
LOC6897443,,protein_coding,6897443
LOC4814093,,protein_coding,4814093
LOC117183466,Trnap-ugg-5,tRNA,117183466
LOC4803564,,protein_coding,4803564
LOC4816199,,protein_coding,4816199
LOC117184342,,protein_coding,117184342
LOC26534391,,lncRNA,26534391
LOC6898485,,protein_coding,6898485
LOC4804518,,protein_coding,4804518
LOC117185268,,rRNA,117185268
LOC4801087,,protein_coding,4801087
LOC4805398,,protein_coding,4805398
LOC6902737,,lncRNA,6902737
LOC6901414,,protein_coding,6901414
LOC4802718,,protein_coding,4802718
LOC4812717,,protein_coding,4812717
LOC4816570,,protein_coding,4816570
LOC4816213,,protein_coding,4816213
LOC4805592,,protein_coding,4805592
LOC117185014,,protein_coding,117185014
LOC4803052,,protein_coding,4803052
LOC4800287,,protein_coding,4800287
LOC6898178,,protein_coding,6898178
LOC4816367,,protein_coding,4816367
LOC6898613,,protein_coding,6898613
LOC4801989,,protein_coding,4801989
LOC4816512,,protein_coding,4816512
LOC4805514,,protein_coding,4805514
LOC4812838,,protein_coding,4812838
LOC4801942,,protein_coding,4801942
LOC4802188,,protein_coding,4802188
LOC4812142,,protein_coding,4812142
LOC4803865,,protein_coding,4803865
LOC4813432,,protein_coding,4813432
LOC4803904,,protein_coding,4803904
LOC26532888,,protein_coding,26532888
LOC4802457,,protein_coding,4802457
LOC4817134,,protein_coding,4817134
LOC6902483,,protein_coding,6902483
LOC4813799,,protein_coding,4813799
LOC117184641,,pseudogene,117184641
LOC4812472,,protein_coding,4812472
LOC4804672,,protein_coding,4804672
LOC4814479,,protein_coding,4814479
LOC4815613,,protein_coding,4815613
LOC117183959,,protein_coding,117183959
LOC117185453,,rRNA,117185453
LOC6898113,,protein_coding,6898113
LOC6903527,,protein_coding,6903527
LOC4814734,,protein_coding,4814734
LOC117184708,,lncRNA,117184708
LOC4801003,,protein_coding,4801003
LOC4800569,,protein_coding,4800569
LOC4813930,,protein_coding,4813930
LOC26532120,,protein_coding,26532120
LOC6899625,,lncRNA,6899625
LOC6899734,,protein_coding,6899734
LOC4812462,,protein_coding,4812462
LOC4801243,,protein_coding,4801243
LOC6903707,,protein_coding,6903707
LOC117185414,,protein_coding,117185414
LOC6903884,,protein_coding,6903884
LOC117183734,,lncRNA,117183734
LOC4804555,,protein_coding,4804555
LOC4815943,,protein_coding,4815943
LOC4802562,,protein_coding,4802562
LOC117185599,,protein_coding,117185599
LOC6902618,,protein_coding,6902618
LOC4815194,,protein_coding,4815194
LOC4802249,,protein_coding,4802249
LOC117185193,,lncRNA,117185193
LOC26533274,,lncRNA,26533274
LOC6903342,,protein_coding,6903342
LOC4815058,,protein_coding,4815058
LOC117185568,,lncRNA,117185568
LOC4816857,,protein_coding,4816857
LOC4814457,,protein_coding,4814457
LOC6899052,,protein_coding,6899052
LOC4814736,,protein_coding,4814736
LOC6899959,,protein_coding,6899959
LOC117184009,,lncRNA,117184009
LOC117185660,,protein_coding,117185660
LOC4804563,,protein_coding,4804563
LOC6900513,,protein_coding,6900513
LOC4816859,,protein_coding,4816859
LOC6903044,,protein_coding,6903044
LOC4802090,,protein_coding,4802090
LOC117183910,,protein_coding,117183910
LOC26533012,,protein_coding,26533012
LOC117184347,,lncRNA,117184347
LOC4815294,,protein_coding,4815294
LOC6903524,,protein_coding,6903524
LOC117183906,,lncRNA,117183906
LOC117183567,,lncRNA,117183567
LOC6903135,,protein_coding,6903135
LOC117184540,,lncRNA,117184540
LOC4812331,,protein_coding,4812331
LOC6902731,,protein_coding,6902731
LOC6898738,,protein_coding,6898738
LOC4800395,,protein_coding,4800395
LOC4805403,,protein_coding,4805403
LOC6898943,,protein_coding,6898943
LOC4813655,,protein_coding,4813655
LOC26532238,,lncRNA,26532238
LOC4817794,,protein_coding,4817794
LOC117183261,,protein_coding,117183261
LOC117183446,Trnae-cuc-2,tRNA,117183446
LOC117183370,,protein_coding,117183370
LOC4812353,,protein_coding,4812353
LOC26533430,,protein_coding,26533430
LOC6899560,,pseudogene,6899560
LOC4801350,,protein_coding,4801350
LOC6901770,,protein_coding,6901770
LOC26534323,,protein_coding,26534323
LOC117184815,,lncRNA,117184815
LOC117183604,,protein_coding,117183604
LOC4816461,,protein_coding,4816461
LOC6897000,,protein_coding,6897000
LOC4801352,,protein_coding,4801352
LOC4815387,,protein_coding,4815387
LOC4811916,,protein_coding,4811916
LOC4816113,,protein_coding,4816113
LOC4802652,,protein_coding,4802652
LOC6901589,,protein_coding,6901589
LOC117183765,,protein_coding,117183765
LOC6900094,,protein_coding,6900094
LOC4804315,,protein_coding,4804315
LOC4803825,,protein_coding,4803825
LOC6900100,,protein_coding,6900100
LOC6900120,,protein_coding,6900120
LOC4816983,,protein_coding,4816983
LOC4802293,,protein_coding,4802293
LOC4816446,,protein_coding,4816446
LOC6902434,,protein_coding,6902434
LOC6896920,,protein_coding,6896920
LOC6902938,,protein_coding,6902938
LOC117184838,,lncRNA,117184838
LOC4817417,,protein_coding,4817417
LOC4817197,,protein_coding,4817197
LOC4802074,,protein_coding,4802074
LOC4802571,,protein_coding,4802571
LOC6902675,,protein_coding,6902675
LOC44805053,HCS66_mgt15,tRNA,44805053
LOC4817177,,protein_coding,4817177
LOC4805563,,protein_coding,4805563
LOC6898522,,protein_coding,6898522
LOC4817344,,protein_coding,4817344
LOC117184133,,lncRNA,117184133
LOC6903083,,protein_coding,6903083
LOC4813141,,protein_coding,4813141
LOC117184212,,protein_coding,117184212
LOC4802855,,protein_coding,4802855
LOC6902707,,protein_coding,6902707
LOC6896766,,protein_coding,6896766
LOC6903548,,protein_coding,6903548
LOC4816094,,protein_coding,4816094
LOC6901387,,protein_coding,6901387
LOC117184910,,protein_coding,117184910
LOC117184280,,protein_coding,117184280
LOC4803383,,protein_coding,4803383
LOC117185173,,protein_coding,117185173
LOC117183597,,lncRNA,117183597
LOC6900636,,protein_coding,6900636
LOC13036446,,protein_coding,13036446
LOC26531944,,lncRNA,26531944
LOC6898972,,protein_coding,6898972
LOC4804522,,protein_coding,4804522
LOC117185073,,lncRNA,117185073
LOC4801421,,protein_coding,4801421
LOC6897865,,protein_coding,6897865
LOC4803745,,protein_coding,4803745
LOC4816304,,protein_coding,4816304
LOC6899073,,snoRNA,6899073
LOC6898630,,protein_coding,6898630
LOC4801880,,protein_coding,4801880
LOC15382874,,protein_coding,15382874
LOC4802169,,protein_coding,4802169
LOC4815820,,protein_coding,4815820
LOC4818003,,protein_coding,4818003
LOC4815544,,protein_coding,4815544
LOC4814077,,protein_coding,4814077
LOC4816083,,protein_coding,4816083
LOC6901605,,protein_coding,6901605
LOC26532189,,protein_coding,26532189
LOC4816276,,protein_coding,4816276
LOC4805061,,protein_coding,4805061
LOC6898661,,protein_coding,6898661
LOC4802733,,protein_coding,4802733
LOC117183537,,protein_coding,117183537
LOC6899101,,protein_coding,6899101
LOC4804218,,protein_coding,4804218
LOC4802536,,protein_coding,4802536
LOC4805462,,protein_coding,4805462
LOC4817414,,protein_coding,4817414
LOC117184218,,lncRNA,117184218
LOC4813968,,protein_coding,4813968
LOC6896993,,protein_coding,6896993
LOC4815708,,protein_coding,4815708
